activity_id,assay_id,molregno,smiles,standard_type,pampa_value,units,assay_description
24860522,2236063,2767370,S=c1cc(Cc2ccccn2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,permeability,0.18,nm/s,Permeability of compound in pH 7.4 phosphate buffered saline at 10 uM measured after 4 hrs by PAMPA
24860523,2236063,2756731,S=c1cc(CC2CCCCO2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,permeability,0.004,nm/s,Permeability of compound in pH 7.4 phosphate buffered saline at 10 uM measured after 4 hrs by PAMPA
24864660,2237523,72873,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,permeability,1.97,10^-6 cm/s,Permeability in PBS buffer measured after 18 hrs by PAMPA based LC-MS analysis
24864661,2237523,2754863,CCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O,permeability,0.29,10^-6 cm/s,Permeability in PBS buffer measured after 18 hrs by PAMPA based LC-MS analysis
24864662,2237523,2753114,CCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O,permeability,0.06,10^-6 cm/s,Permeability in PBS buffer measured after 18 hrs by PAMPA based LC-MS analysis
24864663,2237523,2756970,CCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O,permeability,0.004,10^-6 cm/s,Permeability in PBS buffer measured after 18 hrs by PAMPA based LC-MS analysis
24864664,2237523,2754501,CCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O,permeability,0.009,10^-6 cm/s,Permeability in PBS buffer measured after 18 hrs by PAMPA based LC-MS analysis
24864665,2237523,15086,NC(=O)N1c2ccccc2C=Cc2ccccc21,permeability,11,10^-6 cm/s,Permeability in PBS buffer measured after 18 hrs by PAMPA based LC-MS analysis
24887300,2243447,2745433,CC(C)(C)c1cc(Cl)c(Cl)cc1-n1c(O)nnc1Sc1ccc(C(F)(F)F)cn1,permeability,2.1,10^-6 cm/s,Passive permeability of the compound across apical to basolateral at 100 uM incubated for 5 hrs by PAMPA assay
24887302,2243447,2769422,CN1CCCN(Cc2cccc(C(=O)Nc3sc4c(c3C(=O)N/N=C/c3ccc(Cl)c(C(F)(F)F)c3)CCN(C3CC3)C4)c2)CC1,permeability,0.12,10^-6 cm/s,Passive permeability of the compound across apical to basolateral at 100 uM incubated for 5 hrs by PAMPA assay
24887303,2243447,2776248,CN(C)C1CCN(Cc2cccc(C(=O)Nc3sc4c(c3C(=O)N/N=C/c3ccc(Cl)c(C(F)(F)F)c3)CCN(C3CC3)C4)c2)CC1,permeability,0.068,10^-6 cm/s,Passive permeability of the compound across apical to basolateral at 100 uM incubated for 5 hrs by PAMPA assay
24887304,2243447,2774314,CN(C)CCN1CCN(Cc2cccc(C(=O)Nc3sc4c(c3C(=O)N/N=C/c3ccc(Cl)c(C(F)(F)F)c3)CCN(C3CC3)C4)c2)CC1,permeability,0.068,10^-6 cm/s,Passive permeability of the compound across apical to basolateral at 100 uM incubated for 5 hrs by PAMPA assay
24887305,2243447,2766122,CCN(CC)CCCN(C)Cc1cccc(C(=O)Nc2sc3c(c2C(=O)N/N=C/c2ccc(Cl)c(C(F)(F)F)c2)CCN(C2CC2)C3)c1,permeability,0.051,10^-6 cm/s,Passive permeability of the compound across apical to basolateral at 100 uM incubated for 5 hrs by PAMPA assay
24887306,2243447,2759865,CCN(CC)CCCN(C)Cc1cccc(C(=O)Nc2sc3c(c2C(=O)N/N=C/c2ccc(Cl)c(C(F)(F)F)c2)CCC(C)(O)C3)c1,permeability,0.26,10^-6 cm/s,Passive permeability of the compound across apical to basolateral at 100 uM incubated for 5 hrs by PAMPA assay
24887308,2243447,2745559,CC1(C)CCc2c(sc(NC(=O)c3cccc(OCCOCCOCCOCCC(=O)O)c3)c2C(=O)N/N=C/c2ccc(Cl)c(C(F)(F)F)c2)C1,permeability,0.56,10^-6 cm/s,Passive permeability of the compound across apical to basolateral at 100 uM incubated for 5 hrs by PAMPA assay
24887309,2243447,2760743,CCN(CC)CCOCCOCCOc1cccc(C(=O)Nc2sc3c(c2C(=O)N/N=C/c2ccc(Cl)c(C(F)(F)F)c2)CCC(C)(C)C3)c1,permeability,0.025,10^-6 cm/s,Passive permeability of the compound across apical to basolateral at 100 uM incubated for 5 hrs by PAMPA assay
24887310,2243447,2779781,CCN(CC)CCOCCOCCOc1cccc(C(=O)Nc2sc3c(c2C(=O)N/N=C/c2ccc(Cl)c(C(F)(F)F)c2)CCN(C2CC2)C3)c1,permeability,0.23,10^-6 cm/s,Passive permeability of the compound across apical to basolateral at 100 uM incubated for 5 hrs by PAMPA assay
24887311,2243447,2765630,CCN(CC)C[C@@H](O)COCCOCCOCCOc1cccc(C(=O)Nc2sc3c(c2C(=O)N/N=C/c2ccc(Cl)c(C(F)(F)F)c2)CCC(C)(C)C3)c1,permeability,0.025,10^-6 cm/s,Passive permeability of the compound across apical to basolateral at 100 uM incubated for 5 hrs by PAMPA assay
24887313,2243447,2742963,COCCN(CCOCCOCCOCCOCCOCCOCc1cccc(C(=O)Nc2sc3c(c2C(=O)N/N=C/c2ccc(Cl)c(C(F)(F)F)c2)CCC(C)(C)C3)c1)CC(=O)O,permeability,0.025,10^-6 cm/s,Passive permeability of the compound across apical to basolateral at 100 uM incubated for 5 hrs by PAMPA assay
24893447,2244845,2345032,N=C(N)NCCCCCCCCN(CCCCCCCCNC(=N)NCC1CC1)C(=O)N(CCCCCCCCNC(=N)N)CCCCCCCCNC(=N)NCC1CC1,Papp,1.88,10^-6 cm/s,Apparent permeability of the compound across bacterial inner membrane mimic pure POPG in PBS buffer at pH 7.4 incubated for 5 hrs by PAMPA based UV-Vis spectrophotometric analysis
24893448,2244845,2740721,N=C(NCCCCCCCCNC(N)=O)NCC1CC1.O=C(O)C(F)(F)F,Papp,6.1,10^-6 cm/s,Apparent permeability of the compound across bacterial inner membrane mimic pure POPG in PBS buffer at pH 7.4 incubated for 5 hrs by PAMPA based UV-Vis spectrophotometric analysis
24893449,2244845,2746659,CCCCCCCCN(CCCCCCCCNC(=N)NCC1CC1)C(=O)N(CCCCCCNC(=N)NCC1CC1)CCCCCCNC(=N)NCC1CC1,Papp,0.18,10^-6 cm/s,Apparent permeability of the compound across bacterial inner membrane mimic pure POPG in PBS buffer at pH 7.4 incubated for 5 hrs by PAMPA based UV-Vis spectrophotometric analysis
24893450,2244845,2775611,N=C(N)NCCCCCCCCN(CCCCCCCCN)C(=O)N(CCCCCCCCN)CCCCCCCCNC(=N)N.O=C(O)C(F)(F)F,Papp,0.19,10^-6 cm/s,Apparent permeability of the compound across bacterial inner membrane mimic pure POPG in PBS buffer at pH 7.4 incubated for 5 hrs by PAMPA based UV-Vis spectrophotometric analysis
24893451,2244845,2745885,N=C(N)NCCCCCCCCN(CCCCCCCCNC(=N)NCC1CC1)C(=O)N(CCCCCCCCNC(=N)NCC1CC1)CCCCCCCCNC(=N)NCC1CC1.O=C(O)C(F)(F)F,Papp,0.26,10^-6 cm/s,Apparent permeability of the compound across bacterial inner membrane mimic pure POPG in PBS buffer at pH 7.4 incubated for 5 hrs by PAMPA based UV-Vis spectrophotometric analysis
24893452,2244845,27340,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,Papp,0.06,10^-6 cm/s,Apparent permeability of the compound across bacterial inner membrane mimic pure POPG in PBS buffer at pH 7.4 incubated for 5 hrs by PAMPA based UV-Vis spectrophotometric analysis
24893453,2244845,16485,Cn1c(=O)c2c(ncn2C)n(C)c1=O,Papp,1.95,10^-6 cm/s,Apparent permeability of the compound across bacterial inner membrane mimic pure POPG in PBS buffer at pH 7.4 incubated for 5 hrs by PAMPA based UV-Vis spectrophotometric analysis
24893464,2244849,2345032,N=C(N)NCCCCCCCCN(CCCCCCCCNC(=N)NCC1CC1)C(=O)N(CCCCCCCCNC(=N)N)CCCCCCCCNC(=N)NCC1CC1,Papp,0.74,10^-6 cm/s,Apparent permeability of the compound across bacterial inner membrane mimic POPE/POPG (6:4) in PBS buffer at pH 7.4 incubated for 5 hrs by PAMPA based UV-Vis spectrophotometric analysis
24893465,2244849,2740721,N=C(NCCCCCCCCNC(N)=O)NCC1CC1.O=C(O)C(F)(F)F,Papp,3.48,10^-6 cm/s,Apparent permeability of the compound across bacterial inner membrane mimic POPE/POPG (6:4) in PBS buffer at pH 7.4 incubated for 5 hrs by PAMPA based UV-Vis spectrophotometric analysis
24893466,2244849,2746659,CCCCCCCCN(CCCCCCCCNC(=N)NCC1CC1)C(=O)N(CCCCCCNC(=N)NCC1CC1)CCCCCCNC(=N)NCC1CC1,Papp,0.13,10^-6 cm/s,Apparent permeability of the compound across bacterial inner membrane mimic POPE/POPG (6:4) in PBS buffer at pH 7.4 incubated for 5 hrs by PAMPA based UV-Vis spectrophotometric analysis
24893467,2244849,2775611,N=C(N)NCCCCCCCCN(CCCCCCCCN)C(=O)N(CCCCCCCCN)CCCCCCCCNC(=N)N.O=C(O)C(F)(F)F,Papp,0.18,10^-6 cm/s,Apparent permeability of the compound across bacterial inner membrane mimic POPE/POPG (6:4) in PBS buffer at pH 7.4 incubated for 5 hrs by PAMPA based UV-Vis spectrophotometric analysis
24893468,2244849,2745885,N=C(N)NCCCCCCCCN(CCCCCCCCNC(=N)NCC1CC1)C(=O)N(CCCCCCCCNC(=N)NCC1CC1)CCCCCCCCNC(=N)NCC1CC1.O=C(O)C(F)(F)F,Papp,0.3,10^-6 cm/s,Apparent permeability of the compound across bacterial inner membrane mimic POPE/POPG (6:4) in PBS buffer at pH 7.4 incubated for 5 hrs by PAMPA based UV-Vis spectrophotometric analysis
24893469,2244849,27340,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,Papp,1.12,10^-6 cm/s,Apparent permeability of the compound across bacterial inner membrane mimic POPE/POPG (6:4) in PBS buffer at pH 7.4 incubated for 5 hrs by PAMPA based UV-Vis spectrophotometric analysis
24893470,2244849,16485,Cn1c(=O)c2c(ncn2C)n(C)c1=O,Papp,1.98,10^-6 cm/s,Apparent permeability of the compound across bacterial inner membrane mimic POPE/POPG (6:4) in PBS buffer at pH 7.4 incubated for 5 hrs by PAMPA based UV-Vis spectrophotometric analysis
24893864,2244929,2566657,CC(C)C[C@@H](N)C(=O)Nc1ccc(-c2cnco2)c(OC(F)F)c1,permeability,91.8,10^-6 cm/s,Permeability of the compound at pH 7.4 by PAMPA
24893865,2244929,2779524,CCc1nc([C@@H](N)CC(C)C)nc2ccc(-c3cnco3)cc12,permeability,90.7,10^-6 cm/s,Permeability of the compound at pH 7.4 by PAMPA
24893866,2244929,2753662,CC(C)C[C@@H](N)c1cc(C#N)c2cc(-c3ccncc3)ccc2n1,permeability,30.7,10^-6 cm/s,Permeability of the compound at pH 7.4 by PAMPA
24893867,2244929,2773582,CC(C)C[C@H](N)c1cc(C#N)c2cc(-c3ccncc3)ccc2n1,permeability,96.9,10^-6 cm/s,Permeability of the compound at pH 7.4 by PAMPA
24893868,2244929,2766130,CC(C)C[C@H](N)c1cc(C#N)c2cc(-c3cnco3)ccc2n1,permeability,93,10^-6 cm/s,Permeability of the compound at pH 7.4 by PAMPA
24893869,2244929,2773119,CCc1nc([C@@H](N)CC(C)C)nc2cc(OC)c(-c3cnco3)cc12,permeability,78.5,10^-6 cm/s,Permeability of the compound at pH 7.4 by PAMPA
24902893,2246983,2755612,COC(=O)Nc1cc(-c2cnc(OC[C@@](C)(N)CC(C)C)c(C)c2)ccn1,permeability,697,nm/s,Permeability of compound at pH 7.4 incubated for 4 hrs by PAMPA assay
24902894,2246983,2741807,COC(=O)Nc1cc(-c2ccc(OC[C@@](C)(N)CC(C)C)c(C)n2)ccn1,permeability,864,nm/s,Permeability of compound at pH 7.4 incubated for 4 hrs by PAMPA assay
24902895,2246983,2770929,CC(C)C[C@](C)(N)COc1cnc(-c2ccnc(C(F)F)c2)cc1C(F)F,permeability,458,nm/s,Permeability of compound at pH 7.4 incubated for 4 hrs by PAMPA assay
24903793,2247198,2744415,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)C(CCC(=O)N2CCCC2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H]2CCCN2C1=O,Papp,1.1,10^-6 cm/s,Apparent permeability of the compound after 15 hrs by UPLC-MS based PAMPA
24903794,2247198,2761481,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)C(CCC(=O)N2CCCC2)NC(=O)[C@H]2CCCN2C1=O,Papp,0.56,10^-6 cm/s,Apparent permeability of the compound after 15 hrs by UPLC-MS based PAMPA
24903795,2247198,2742837,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H]2CCCN2C1=O,Papp,5.3,10^-6 cm/s,Apparent permeability of the compound after 15 hrs by UPLC-MS based PAMPA
24903796,2247198,2777824,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,Papp,8.1,10^-6 cm/s,Apparent permeability of the compound after 15 hrs by UPLC-MS based PAMPA
24903797,2247198,2745286,CC(C)C[C@@H]1NC(=O)C(C2CCCCC2)NC(=O)[C@@H](CC(C)C)NC(=O)C(CC2CCCCC2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H]2CCCN2C1=O,Papp,14,10^-6 cm/s,Apparent permeability of the compound after 15 hrs by UPLC-MS based PAMPA
24903798,2247198,2757718,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(=O)N(C)C)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,Papp,0.28,10^-6 cm/s,Apparent permeability of the compound after 15 hrs by UPLC-MS based PAMPA
24903799,2247198,2770364,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(=O)N2CCCC2)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,Papp,0.56,10^-6 cm/s,Apparent permeability of the compound after 15 hrs by UPLC-MS based PAMPA
24903800,2247198,2748421,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCC(=O)N(C)C)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,Papp,0.7,10^-6 cm/s,Apparent permeability of the compound after 15 hrs by UPLC-MS based PAMPA
24903801,2247198,2743923,COC(=O)CC[C@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC1=O,Papp,2,10^-6 cm/s,Apparent permeability of the compound after 15 hrs by UPLC-MS based PAMPA
24903802,2247198,2745701,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H]2CCCN2C(=O)C(CCC(=O)N2CCCC2)NC1=O,Papp,0.66,10^-6 cm/s,Apparent permeability of the compound after 15 hrs by UPLC-MS based PAMPA
24903803,2247198,2747431,CC(C)C[C@@H]1NC(=O)C(CCC(=O)N2CCCC2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H]2CCCN2C1=O,Papp,0.32,10^-6 cm/s,Apparent permeability of the compound after 15 hrs by UPLC-MS based PAMPA
24903804,2247198,2770113,CC(C)C[C@@H]1NC(=O)C(CCC(=O)N2CCCC2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,Papp,0.3,10^-6 cm/s,Apparent permeability of the compound after 15 hrs by UPLC-MS based PAMPA
24903805,2247198,2778100,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)C(CCC(=O)N2CCCC2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,Papp,0.66,10^-6 cm/s,Apparent permeability of the compound after 15 hrs by UPLC-MS based PAMPA
24903806,2247198,2755967,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)C(CCC(=O)N2CCCC2)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,Papp,1.7,10^-6 cm/s,Apparent permeability of the compound after 15 hrs by UPLC-MS based PAMPA
24903807,2247198,2766096,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)C(CCC(=O)N2CCCC2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H]2CCCN2C1=O,Papp,1.3,10^-6 cm/s,Apparent permeability of the compound after 15 hrs by UPLC-MS based PAMPA
24903808,2247198,2748200,CC(C)C[C@@H]1NC(=O)[C@@H](CCC(=O)N2CCCC2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H]2CCCN2C1=O,Papp,0.13,10^-6 cm/s,Apparent permeability of the compound after 15 hrs by UPLC-MS based PAMPA
24903809,2247198,2741232,CC(C)C[C@H]1NC(=O)[C@H]2CCCN2C(=O)C(CCC(=O)N2CCCC2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC1=O,Papp,1.5,10^-6 cm/s,Apparent permeability of the compound after 15 hrs by UPLC-MS based PAMPA
24903810,2247198,2777187,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,Papp,8,10^-6 cm/s,Apparent permeability of the compound after 15 hrs by UPLC-MS based PAMPA
24903811,2247198,2764456,CC(C)C[C@@H]1NC(=O)C(CCC(=O)N2CCCC2)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC1=O,Papp,1.5,10^-6 cm/s,Apparent permeability of the compound after 15 hrs by UPLC-MS based PAMPA
24903812,2247198,2759999,CC(C)CC1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)C(CCC(=O)N2CCCC2)NC1=O,Papp,0.23,10^-6 cm/s,Apparent permeability of the compound after 15 hrs by UPLC-MS based PAMPA
24903813,2247198,2744628,CC(C)CC1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)C(CCC(=O)N2CCCC2)NC(=O)[C@H](CC(C)C)NC1=O,Papp,0.14,10^-6 cm/s,Apparent permeability of the compound after 15 hrs by UPLC-MS based PAMPA
24903814,2247198,2770872,CC(C)CC1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)C(CCC(=O)N2CCCC2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC1=O,Papp,0.28,10^-6 cm/s,Apparent permeability of the compound after 15 hrs by UPLC-MS based PAMPA
24903815,2247198,2775141,CC(C)CC1NC(=O)[C@H]2CCCN2C(=O)C(CCC(=O)N2CCCC2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC1=O,Papp,0.18,10^-6 cm/s,Apparent permeability of the compound after 15 hrs by UPLC-MS based PAMPA
24908376,2248270,2762762,COC(=O)[C@H](CC(C)C)Nc1nc(Cl)nc(N[C@H]2CC[C@H](Nc3nc(Cl)nc(N[C@@H](CC(C)C)C(=O)OC)n3)CC2)n1,Papp,0.023,10^-6 cm/s,Permeability of the compound in PBS at pH 7.4 incubated for 5 hrs by LC/MS based PAMPA assay
24908377,2248270,2746065,CC(=O)Nc1ccc(Nc2ncnc(N[C@@H](CC(C)C)C(=O)OC(C)(C)C)n2)cc1,Papp,6.07,10^-6 cm/s,Permeability of the compound in PBS at pH 7.4 incubated for 5 hrs by LC/MS based PAMPA assay
24908378,2248270,2741282,CC(=O)Nc1ccc(Nc2ncnc(N[C@@H](CC(C)C)C(=O)O)n2)cc1,Papp,0.001,10^-6 cm/s,Permeability of the compound in PBS at pH 7.4 incubated for 5 hrs by LC/MS based PAMPA assay
24908379,2248270,2752057,CC(=O)Nc1ccc(Nc2ncnc(NCCC(=O)OC(C)(C)C)n2)cc1,Papp,0.94,10^-6 cm/s,Permeability of the compound in PBS at pH 7.4 incubated for 5 hrs by LC/MS based PAMPA assay
24908380,2248270,2764721,CC(=O)Nc1ccc(Nc2ncnc(N[C@@H](Cc3ccccc3)C(=O)OC(C)(C)C)n2)cc1,Papp,7.35,10^-6 cm/s,Permeability of the compound in PBS at pH 7.4 incubated for 5 hrs by LC/MS based PAMPA assay
24912230,2249493,309549,O=C(O)c1nc(-c2cccs2)nc(O)c1O,permeability,0,10^-6 cm/s,Apparent permeability coefficient of the compound incubated for 5 hrs by LC-MS/MS analysis based PAMPA method
24912231,2249493,2756269,O=C(O)c1nc(-c2ccc(F)cc2)[nH]c(=O)c1O,permeability,0,10^-6 cm/s,Apparent permeability coefficient of the compound incubated for 5 hrs by LC-MS/MS analysis based PAMPA method
24912232,2249493,309684,COC(=O)c1nc(-c2cccs2)nc(O)c1O,permeability,0.9,10^-6 cm/s,Apparent permeability coefficient of the compound incubated for 5 hrs by LC-MS/MS analysis based PAMPA method
24912233,2249493,2759338,O=C(O)c1nc(-c2ccc(-c3ccccc3)cc2)[nH]c(=O)c1O,permeability,0.06,10^-6 cm/s,Apparent permeability coefficient of the compound incubated for 5 hrs by LC-MS/MS analysis based PAMPA method
24912234,2249493,2755447,Cc1ccc(Cc2nc(C(=O)O)c(O)c(=O)[nH]2)cc1,permeability,0.07,10^-6 cm/s,Apparent permeability coefficient of the compound incubated for 5 hrs by LC-MS/MS analysis based PAMPA method
24912235,2249493,2754021,COC(=O)c1nc(Cc2ccc(Cl)c(Cl)c2)[nH]c(=O)c1O,permeability,3.1,10^-6 cm/s,Apparent permeability coefficient of the compound incubated for 5 hrs by LC-MS/MS analysis based PAMPA method
24912236,2249493,560900,O=C(O)c1nc(Cc2ccc(Cl)c(Cl)c2)nc(O)c1O,permeability,0.05,10^-6 cm/s,Apparent permeability coefficient of the compound incubated for 5 hrs by LC-MS/MS analysis based PAMPA method
24912237,2249493,2772535,O=C(O)c1nc(Cc2cccs2)[nH]c(=O)c1O,permeability,0,10^-6 cm/s,Apparent permeability coefficient of the compound incubated for 5 hrs by LC-MS/MS analysis based PAMPA method
24912238,2249493,2777177,COc1ccc(CNC(=O)c2nc(C)[nH]c(=O)c2O)cc1,permeability,12.4,10^-6 cm/s,Apparent permeability coefficient of the compound incubated for 5 hrs by LC-MS/MS analysis based PAMPA method
24912239,2249493,361287,O=C(NCc1ccc(F)cc1)c1nc(-c2cccs2)nc(O)c1O,permeability,1.1,10^-6 cm/s,Apparent permeability coefficient of the compound incubated for 5 hrs by LC-MS/MS analysis based PAMPA method
24929323,2254362,2352654,C[C@@H]1CN(c2ncc(Cl)c(Nc3ccc4c(c3)n(CCC(C)(C)O)c(=O)n4C)n2)C[C@H](C)C1(F)F,permeability,33,10^-6 cm/s,Passive membrane permeability of compound in phosphate buffered saline at pH 7.4 at 10 uM incubated for 16 hrs by PAMPA assay based TQ-S LC-MS/MS analysis
24929324,2254362,2771288,C[C@H]1C[C@@H](O)CN(c2ncc(Cl)c(Nc3ccc4c(c3)n(CCC(C)(C)O)c(=O)n4C)n2)C1,permeability,23,10^-6 cm/s,Passive membrane permeability of compound in phosphate buffered saline at pH 7.4 at 10 uM incubated for 16 hrs by PAMPA assay based TQ-S LC-MS/MS analysis
24929325,2254362,2775736,Cn1c(=O)c2c(c3cc(Nc4nc(N5CCC(F)(F)[C@@H](CO)C5)ncc4Cl)ccc31)N[C@@H](C1CC1)C(F)(F)CO2,permeability,21,10^-6 cm/s,Passive membrane permeability of compound in phosphate buffered saline at pH 7.4 at 10 uM incubated for 16 hrs by PAMPA assay based TQ-S LC-MS/MS analysis
24929326,2254362,2776619,C[C@H]1C[C@@H](O)CN(c2ncc(Cl)c(Nc3ccc4c(c3)c3c(c(=O)n4C)OCC(F)(F)[C@H](C4CC4)N3)n2)C1,permeability,24,10^-6 cm/s,Passive membrane permeability of compound in phosphate buffered saline at pH 7.4 at 10 uM incubated for 16 hrs by PAMPA assay based TQ-S LC-MS/MS analysis
24929327,2254362,2767881,C[C@@H]1C[C@H](O)CN(c2ncc(Cl)c(Nc3ccc4c(c3)c3c(c(=O)n4C)OCC(F)(F)[C@H](C4CC4)N3)n2)C1,permeability,16,10^-6 cm/s,Passive membrane permeability of compound in phosphate buffered saline at pH 7.4 at 10 uM incubated for 16 hrs by PAMPA assay based TQ-S LC-MS/MS analysis
24930284,2254668,875658,N=c1c2c(-c3ccccc3)c(-c3ccccc3)n(Cc3ccccc3)c2ncn1CCCO,permeability,1000,10^-6 cm/s,Permeability of the compound at pH 7.4 incubated for 30 mins by UV plate reader based PAMPA assay
24930285,2254668,2464864,N=c1c2c(-c3ccccc3)c(-c3ccccc3)n(Cc3ccccc3)c2ncn1[C@H]1CC[C@H](O)CC1,permeability,1000,10^-6 cm/s,Permeability of the compound at pH 7.4 incubated for 30 mins by UV plate reader based PAMPA assay
24930286,2254668,891539,N=c1c2c(-c3ccccc3)c(-c3ccccc3)n(Cc3ccccc3)c2ncn1CCO,permeability,1000,10^-6 cm/s,Permeability of the compound at pH 7.4 incubated for 30 mins by UV plate reader based PAMPA assay
